grp_id	genes	Zn_H1L0	Zn_L1H0	Zn_H1M0	Zn_M1H0	Zn_L0M0	Zn_L1M1	pval_H1L0	pval_L1H0	pval_H1M0	pval_M1H0	pval_L0M0	pval_L1M1
1871	MLH1	4.344	1.7967	5.5661	3.8903	-0.176	-0.1886	0.0	0.0724	0.0	0.0001	0.8603	0.8504
