grp_id	genes	Mn_H1L0	Mn_L1H0	Mn_H1M0	Mn_M1H0	Mn_L0M0	Mn_L1M1	pval_H1L0	pval_L1H0	pval_H1M0	pval_M1H0	pval_L0M0	pval_L1M1
865	SPAG7	3.915	2.7015	6.5313	2.1947	1.3065	-0.7528	0.0001	0.0069	0.0	0.0282	0.1914	0.4516
