grp_id	genes	ratio_H1L0	ratio_L1H0	ratio_H1M0	ratio_M1H0	ratio_L0M0	ratio_L1M1	log2ratio_H1L0	log2ratio_L1H0	log2ratio_H1M0	log2ratio_M1H0	log2ratio_L0M0	log2ratio_L1M1	FC2	ri	p.value	f.value
3593	EXOC2	0.8504	0.4527	0.8121	0.4683	0.9925	0.9605	-0.2338	-1.1434	-0.3003	-1.0945	-0.0109	-0.0581	1.562	0.0137	0.0771	0.0386
