grp_id	genes	Mn_H1L0	Mn_L1H0	Mn_H1M0	Mn_M1H0	Mn_L0M0	Mn_L1M1	pval_H1L0	pval_L1H0	pval_H1M0	pval_M1H0	pval_L0M0	pval_L1M1
4242	Acbd6	-2.4013	-4.615	-2.4212	-3.8849	-0.7181	-0.3851	0.0163	0.0	0.0155	0.0001	0.4727	0.7002
