grp_id	genes	Mn_H1L0	Mn_L1H0	Mn_H1M0	Mn_M1H0	Mn_L0M0	Mn_L1M1	pval_H1L0	pval_L1H0	pval_H1M0	pval_M1H0	pval_L0M0	pval_L1M1
3187	Calcoco1	2.1649	1.8744	2.303	2.011	0.1001	-0.9632	0.0304	0.0609	0.0213	0.0443	0.9203	0.3354
4242	Acbd6	-2.4013	-4.615	-2.4212	-3.8849	-0.7181	-0.3851	0.0163	0.0	0.0155	0.0001	0.4727	0.7002
