grp_id	genes	Zn_H1L0	Zn_L1H0	Zn_H1M0	Zn_M1H0	Zn_L0M0	Zn_L1M1	pval_H1L0	pval_L1H0	pval_H1M0	pval_M1H0	pval_L0M0	pval_L1M1
2038	Drosha	4.3783	1.7746	5.7728	3.7513	-0.3204	-1.4903	0.0	0.076	0.0	0.0002	0.7487	0.1361
