grp_id	genes	Mn_H1L0	Mn_L1H0	Mn_H1M0	Mn_M1H0	Mn_L0M0	Mn_L1M1	pval_H1L0	pval_L1H0	pval_H1M0	pval_M1H0	pval_L0M0	pval_L1M1
4703	AKAP8L	-3.5308	-5.4003	-2.4949	-7.5822	1.6994	-1.5959	0.0004	0.0	0.0126	0.0	0.0892	0.1105
